xhamster.com,True
www.pinterest.com,False
nl.indeed.com,True
www.deepl.com,False
www.dailymail.co.uk,True
www.amazon.es,False
www.investing.com,True
livedoor.jp,False
xhamster.desi,True
www.usps.com,False
www.gamespot.com,True
www.slideshare.net,False
doodstream.com,True
evernote.com,False
www.reuters.com,True
www.thingiverse.com,False
nypost.com,True
superuser.com,False
beta.emojipedia.org,True
www.sat.gob.mx,False
hanime.tv,True
www.eventbrite.com,False
www.exoclick-adb.com,True
shrinke.me,False
xhamster3.com,True
www.vitalsource.com,False
brainly.com,True
apkpure.com,False
www.cbssports.com,True
ssstwitter.com,False
www.goal.com,True
www.cuny.edu,False
f95zone.to,True
www.baeldung.com,True
www.synchrony.com,False
ok.xxx,False
www.metacritic.com,True
fbsbx.com,False
www.ranker.com,True
www.sofascore.com,False
www.coinpayu.com,True
www.latimes.com,False
getadblock.com,True
clipchamp.com,False
www.oneindia.com,True
drudgereport.com,False
www.spanishdict.com,True
robinhood.com,False
variety.com,True
www.opentable.com,False
www.cbsnews.com,True
www.acs.org,False
www.azlyrics.com,True
ncctvgroup.com,False
snaptik.app,True
www.vfsglobal.com,False
www.fool.com,True
pydata.org,False
www.rollingstone.com,True
www.wordstream.com,False
xhamster2.com,True
fdown.net,False
dotesports.com,True
www.iop.org,False
jsfiddle.net,True
bc.game,False
pagesix.com,True
snapsave.io,False
www.filmibeat.com,True
www.tagged.com,False
en.boardgamearena.com,True
joins.com,False
www.myfxbook.com,True
www.fortinet.com,False
www.currys.co.uk,True
www.bitrix24.com,False
www.qwant.com,True
www.tamildhool.net,False
xkcd.com,True
pos.toasttab.com,False
www.light.gg,True
rentry.org,False
rp5.ru,True
www.pornhits.com,False
progameguides.com,True
3dsky.org,False
kimcartoon.li,True
www.glodon.com,False
www.woolworths.com.au,True
cloudflarestorage.com,False
en.islcollective.com,True
www.stubhub.com,False
www.billboard.com,True
www.simplepractice.com,False
gamcore.com,True
www.carsales.com.au,False
www.meteoblue.com,True
www.raidbots.com,False
scrolller.com,True
shopee.com,False
www.hardreset.info,True
sproutgigs.com,False
www.nme.com,True
bstsrs.in,False
snyk.io,True
www.hyatt.com,False
www.tvguide.com,True
www.cgtn.com,False
www.newsmax.com,True
www.pinterest.it,False
www.goodreturns.in,True
www.getyourguide.com,False
www.inbox.lv,True
www.ncsu.edu,False
www.modland.net,True
www.redflagdeals.com,False
www.rawstory.com,True
jane.app,False
ikman.lk,True
residentportal.com,False
3dzip.org,True
howlongtobeat.com,False
hypebeast.com,True
krunker.io,False
www.smithsonianmag.com,True
hubstaff.com,False
www.androidauthority.com,True
www.famousbirthdays.com,False
exe.io,True
www.buffalo.edu,False
gamerescape.com,True
mdbootstrap.com,False
www.jigsawplanet.com,True
grafana.com,False
recruitee.com,True
snapcraft.io,False
en.geneanet.org,True
cenreader.com,False
www.nj.com,True
www.nexigroup.com,False
www.fux.com,True
lsu.edu,False
hentaidude.com,True
wowroms.com,False
megaxh.com,True
vocaroo.com,False
www.blackhatworld.com,True
www.terraform.io,False
inhumanity.com,True
www.wmtransfer.com,False
www.seattletimes.com,True
www.oregonlive.com,True
www.podbean.com,False
rateyourmusic.com,False
tunein.com,True
bebee.com,False
try2link.com,True
vpnoverview.com,False
decider.com,True
dbree.org,False
babia.to,True
telegramchannels.me,False
upfiles.com,True
leak.xxx,False
www.pinkvilla.com,True
www.king.com,False
www.geoguessr.com,True
www.bayut.com,False
xhofficial.com,True
thunderstore.io,False
manychat.com,True
wustl.edu,False
www.airtelxstream.in,True
www.qlik.com,False
www.personality-database.com,True
www.kotaksecurities.com,False
